"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"8098",54.4195076553186,4.20125047084862,0.968401360970794,4.33833598358122,1.43565565381157e-05,0.00198951109568559
"15320",93.724078047431,-1.30409261403742,0.300813209189709,-4.3352239004072,1.45611834935177e-05,0.00200355688622509
"16991",209.955746149847,-1.51086432187198,0.348640879024953,-4.3335833884352,1.46701676038332e-05,0.00200433747663357
"3016",47.0958394366873,-1.70464860423728,0.394875886338823,-4.31692251467239,1.58219668236935e-05,0.00214658726116418
"12174",4024.12528267863,3.30551933640839,0.766068001658471,4.31491633804339,1.59663358421705e-05,0.00215113112273577
"15173",2123.38822384712,3.93841010371915,0.914140364853398,4.30832097032577,1.64498549907899e-05,0.00220099059776768
"19112",13.0891095770922,4.5441812798142,1.05682651521481,4.2998365525401,1.70924123297364e-05,0.0022689519181216
"12100",113.585682814741,4.33234999714899,1.00786243740347,4.29855289409369,1.71916876431047e-05,0.0022689519181216
"21356",48.9763408689985,4.34251754746804,1.01524889012624,4.27729356781475,1.89179251262017e-05,0.00247990990117189
"11632",397.421248697355,1.24948457682217,0.292474346732971,4.27211682248137,1.93626086224135e-05,0.00252116758311036
"2284",3136.51281514882,2.44252404973941,0.571995557778209,4.27018010284356,1.95315181004673e-05,0.00252620655111444
"8781",9.96225871604552,5.84687468165889,1.37541966107125,4.25097506393433,2.12841866715589e-05,0.00273466560009877
"2058",645.917031945741,2.99614929558457,0.705859930388031,4.24467966886504,2.18905910822504e-05,0.00275822416551109
"9824",458.629118633026,3.47446757612309,0.818546548768912,4.2446792810362,2.18906289415301e-05,0.00275822416551109
"7807",92.7385621831716,4.60451138928493,1.08496078316832,4.24394269425921,2.19626460337996e-05,0.00275822416551109
"21503",120.921793729191,-1.85711244840506,0.437668673816386,-4.24319253240449,2.20362221356744e-05,0.00275822416551109
"1067",831.628792782259,-0.797937835070697,0.189332316061214,-4.21448304056403,2.50350962825389e-05,0.00311349937806113
"2150",71.2831631083789,-2.99921452087602,0.712692788996166,-4.20828520673044,2.57315962331917e-05,0.00317541585912831
"20258",11.9586516042333,-2.47289605138949,0.587783105863773,-4.20715741354195,2.58603013113898e-05,0.00317541585912831
"17595",21.8245048851897,3.53266814889304,0.840614745614778,4.20248177577405,2.64004508702646e-05,0.00322135312788682
"21765",23.3711164350859,3.15504654074369,0.753899618367416,4.18496901162518,2.85205005882135e-05,0.00345828894944956
"20119",248.302971406288,3.18905916403757,0.765079380712344,4.16827226616449,3.06917196013504e-05,0.00369844752786211
"20668",445.277045474609,-1.40508495598556,0.337391367154691,-4.16455515099572,3.11960214036399e-05,0.00371715151932273
"17216",149.747752452851,3.04333477417395,0.730814425953506,4.16430582935368,3.1230127191877e-05,0.00371715151932273
"19955",48.4501207262402,3.52230178039507,0.846261357425962,4.16219144297065,3.15207909964736e-05,0.00372887113489381
"13491",91.1953652893121,3.65932147678582,0.880108833022683,4.15780564798798,3.21319207075869e-05,0.00377812965847208
"13948",1951.53075666446,3.21612243075348,0.773804833644593,4.15624494823282,3.23520963219e-05,0.00378110253458543
"5522",4586.77890728831,1.43712522362252,0.346881461157483,4.14298653732339,3.42812076582033e-05,0.0039711912808733
